# ID_1   RA_1_1     DEC_1_1    X         Y         isoarea_SE class_starSE flags_SE r50_SE f_autoSE e_autoSE a_f001w   ell_f001w theta_f001w rKron_f001w f_f435w  f_f606w  f_f775w f_f814w  f_f105w  f_f125w  f_f140w  f_f160w  f_f090w  f_f115w f_f150w f_f200w f_f277w f_f356w f_f410m f_f444w e_f435w e_f606w e_f775w e_f814w e_f105w e_f125w e_f140w e_f160w e_f090w e_f115w e_f150w e_f200w e_f277w e_f356w e_f410m e_f444w apopt flag_1 ID_2   RA_2_1     DEC_2_1    zspec_1 zphot_1 EAzY_eazy_v13 EAzY_Larson EAzY_LarsonLyaRed flag_2 Separation_1 ID            Ra_1_2             Dec_1_2             Field   M_UV                zbest              zphot_2            zspec_2 ref                            isBL Xray index MBH                Lbol                  jname                ndup uid   ra_2_2     dec_2_2    file                                                    root                   srcid    nGr Grating grade zfit   z      comment                                                               References                                                                             nRef sn50  wmin wmax Lya  Ha   OIII L_Ha  L_OIII HST NIRCam slit FITS              Fnu Flam GroupID GroupSize Separation_2          Separation           
  72934  214.876144 52.880825  23479.881 10969.489 202.0      0.98         2.0      2.85   0.09086  0.00211  2.762832  0.130142  -9.475003   22.102655   0.0      -2.3E-4  0.0     -4.7E-4  0.0      0.01907  0.0      0.03369  0.0      0.01177 0.03033 0.03116 0.03957 0.05484 0.11074 0.17286 -99.0   0.00342 -99.0   0.00379 -99.0   0.0106  -99.0   0.00899 -99.0   0.00266 0.00337 0.00248 0.00197 0.00172 0.00328 0.00217 0.28  314    72934  214.876144 52.880825  8.353   8.353   8.353         8.353       8.353             314    0.0          7872          214.876145         52.880825           CEERS   -19.46              8.36               8.36               8.36    Kocevski24                     0    0    848   -99.0              1.1275496513957017E44 j141930.28p525251.02 4    21729 214.876149 52.880831  rubies-egs63-nod-v3_prism-clear_4233_966323.spec.fits   rubies-egs63-nod-v3    966323   1   G395M   3     8.3577 8.3577 "Redshift matches rubies-egs63-v3_g395m-f290lp_4233_966323 z=8.3522"  "ILa22  z=N/A"                                                                         1    3.13  0.6  5.29 -1.0 ""   ""   ""    42.8   ""  ""     ""   "FITS   zfit   spl" ""  ""   50      3         0.023282541824516903  0.0021725095725880507
  73166  214.983032 52.956005  11597.101 10923.609 699.0      0.99         3.0      3.315  0.63647  0.00382  4.213725  0.030976  -59.971323  33.709801   0.0      0.00197  0.0     -0.00685 0.0      0.04897  0.0      0.09432  0.0      0.05495 0.08782 0.11069 0.16019 0.51357 0.97335 0.89724 -99.0   0.00419 -99.0   0.0047  -99.0   0.01124 -99.0   0.00991 -99.0   0.00298 0.00351 0.00297 0.00278 0.00268 0.0052  0.00413 0.33  10314  73166  214.983032 52.956005  6.982   6.982   6.982         6.982       6.982             10314  0.0          7902          214.983037         52.956006           CEERS   -20.14              6.99               6.99               6.99    Kocevski24/Kokorev24           2    0    885   9.11               2.020354271605742E44  j141955.93p525721.60 2    9768  214.983026 52.956001  rubies-egs61-nod-v3_prism-clear_4233_55604.spec.fits    rubies-egs61-nod-v3    55604    1   G395M   3     6.9823 6.9823 "Redshift matches rubies-egs61-v3_g395m-f290lp_4233_55604 z=6.9816"   "ILa22  z=N/A ;  DKo24  z=6.990"                                                       2    10.42 0.6  5.29 0.0  34.2 ""   43.48 42.98  ""  ""     ""   "FITS   zfit   spl" ""  ""   64      3         0.029885047026272853  0.011425670499235936 
  73999  214.88801  52.888258  22243.77  10892.154 372.0      0.48         2.0      4.49   0.12916  0.00292  4.373438  0.215101  37.735296   34.987507   0.0      0.00667  0.0     0.02348  0.0      0.07343  0.0      0.06149  0.0      0.0745  0.07947 0.07802 0.15563 0.13163 0.1843  0.15117 -99.0   0.00515 -99.0   0.00666 -99.0   0.01112 -99.0   0.01066 -99.0   0.00357 0.00424 0.00246 0.00318 0.00269 0.00468 0.00312 0.33  214    73999  214.88801  52.888258  5.274   5.274   5.274         5.274       5.274             214    0.0          CEERS_01465   214.888            52.88825            CEERS   -19.72              5.274              0.0                5.274   Harikane23                     3    0    852   -99.0              1.4082067996872025E44 j141933.12p525317.73 5    21940 214.888005 52.888251  ceers-v3_g235m-f170lp_1345_1465.spec.fits               ceers-v3               1465     0   ""      3     5.2691 5.2691 "Redshifts match v2 grade=3"                                          "KNa23  z=5.274"                                                                       1    0.34  1.7  3.15 ""   ""   ""   ""    42.35  ""  ""     ""   "FITS   zfit   spl" ""  ""   52      4         0.01144178897322705   0.03607295477307362  
  76503  214.797529 52.818758  32844.996 10495.707 316.0      0.99         0.0      4.12   0.12955  0.00364  3.925027  0.202538  -5.039738   31.400213   0.0      -2.6E-4  0.0     0.0031   0.0      0.01282  0.0      0.02814  0.0      0.02868 0.02949 0.02987 0.05075 0.11926 0.12402 0.1792  -99.0   0.00471 -99.0   0.0052  -99.0   0.01143 -99.0   0.00893 -99.0   0.00305 0.00366 0.00316 0.00278 0.00234 0.00398 0.00458 0.33  114    76503  214.797529 52.818758  6.621   6.621   6.621         6.621       6.621             114    0.0          9083          214.797534         52.818757           CEERS   -19.28              6.62               6.62               6.62    Kocevski24                     0    0    829   -99.0              9.672640594357133E43  j141911.41p524907.49 2    12329 214.797537 52.818746  rubies-egs53-nod-v3_prism-clear_4233_53254.spec.fits    rubies-egs53-nod-v3    53254    1   G395M   3     6.6207 6.6207 "Redshift matches rubies-egs53-v3_g395m-f290lp_4233_53254 z=6.6197"   "DKo24  z=6.620"                                                                       1    1.55  0.6  5.29 ""   21.4 ""   42.54 42.41  ""  ""     ""   "FITS   zfit   spl" ""  ""   43      3         0.040134272530462096  0.011458308586791234 
  79535  214.830682 52.887771  24974.568 14018.727 125.0      0.96         3.0      3.139  0.04621  0.00251  2.459296  0.168655  -88.512364  19.67437    0.0      -0.00646 0.0     0.00501  0.0      0.02234  0.0      0.01135  0.0      0.00203 0.01369 0.01099 0.01486 0.03417 0.06613 0.08827 -99.0   0.0033  -99.0   0.00447 -99.0   0.01168 -99.0   0.00962 -99.0   0.00234 0.00287 0.00247 0.00197 0.00178 0.00354 0.00274 0.28  314    79535  214.830682 52.887771  7.769   7.769   7.769         7.769       7.769             314    0.0          72956         214.8306601186004  52.88777481168739   CEERS   -18.215226034156057 8.904179573059082  8.904179573059082  0.0     Kokorev24/Kocevski24           0    0    836   -99.0              3.943347664754858E43  j141919.36p525315.99 8    21738 214.830685 52.887771  ceers-v3_g140m-f100lp_1345_20.spec.fits                 ceers-v3               20       0   ""      3     7.7636 7.7636 "Redshifts match v2 grade=3"                                          "SFu23  z=7.769 ;  DKo24  z=N/A"                                                       2    0.11  0.98 1.88 -0.1 ""   ""   ""    ""     ""  ""     ""   "FITS   zfit   spl" ""  ""   45      7         0.05576119192093911   0.04947110099719843  
  81100  215.002837 53.007588  5957.447  13849.097 117.0      0.96         0.0      2.511  0.05577  0.00189  2.151783  0.124467  -34.802377  17.214264   0.0      -1.3E-4  0.0     -0.00537 0.0      0.02255  0.0      0.02892  0.0      0.01461 0.01551 0.01881 0.01851 0.04472 0.08402 0.08525 -99.0   0.00306 -99.0   0.005   -99.0   0.0088  -99.0   0.00744 -99.0   0.00221 0.00251 0.00203 0.00145 0.00141 0.00275 0.00207 0.28  14     81100  215.002837 53.007588  7.087   7.087   7.087         7.087       7.087             14     0.0          71267         215.00284155143626 53.00759273053756   CEERS   -18.567229995452184 7.517549514770508  7.517549514770508  0.0     Kokorev24/Kocevski24           0    0    888   -99.0              5.294968472246523E43  j142000.68p530027.32 1    19444 215.00284  53.007588  ceers-v3_prism-clear_1345_749.spec.fits                 ceers-v3               749      0   ""      3     7.0859 7.0859 ;                                                                     "DKo24  z=N/A"                                                                         1    1.19  0.6  5.29 -0.9 ""   ""   ""    41.7   ""  ""     ""   "FITS   zfit   spl" ""  ""   ""      ""        0.01735835972063626   0.019677924343085275 
  81363  214.844764 52.892102  23918.648 13577.48  298.0      0.81         0.0      4.829  0.12368  0.00406  4.238501  0.263403  -50.749516  33.908005   0.0      0.00561  0.0     -0.00569 0.0      0.03698  0.0      0.0692   0.0      0.01784 0.05861 0.05213 0.06839 0.0789  0.12058 0.21125 -99.0   0.0044  -99.0   0.0061  -99.0   0.01303 -99.0   0.01076 -99.0   0.00338 0.00416 0.00309 0.00311 0.00265 0.00489 0.00439 0.33  14     81363  214.844764 52.892102  8.694   8.694   8.694         8.694       8.694             14     0.0          2520          214.844768         52.892101           CEERS   -20.39              8.69               8.69               8.69    Kocevski24                     0    0    840   -99.0              2.5072696296113457E44 j141922.74p525331.59 2    10150 214.84477  52.892109  rubies-egs62-nod-v3_prism-clear_4233_980841.spec.fits   rubies-egs62-nod-v3    980841   1   G395M   3     8.6952 8.6952 "Redshift matches rubies-egs62-v3_g395m-f290lp_4233_980841 z=8.6885"  "ILa22  z=N/A ;  DKo24  z=8.690"                                                       2    2.67  0.6  5.29 0.4  ""   ""   ""    43.11  ""  ""     ""   "FITS   zfit   spl" ""  ""   47      3         0.029125750980879776  0.009404120924139477 
  7115   189.26574  62.168397  14454.633 5137.187  1727.0     0.91         0.0      4.422  1.59609  0.00284  7.426333  0.090492  49.117639   59.410664   -0.0185  0.04636  0.08016 0.09833  0.10847  0.14001  0.23366  0.23845  0.10244  0.11038 0.22719 0.74447 1.38151 1.68644 1.63136 1.72655 0.00696 0.01178 0.01515 0.00831 0.01149 0.00903 0.02133 0.0114  0.00674 0.00473 0.00507 0.0049  0.00368 0.00354 0.00655 0.00462 1.32  0      7115   189.26574  62.168397  4.129   4.129   4.129         4.129       4.129             0      0.0          GN-72127      189.2655718        62.168393           GOODS-N -20.50757785471091  4.13               4.13               4.13    Kokorev2024b                   2    0    814   7.3                2.7759939135286595E44 j123703.77p621006.22 5    7827  189.265718 62.168393  jades-gdn09-v3_g235m-f170lp_1181_72127.spec.fits        jades-gdn09-v3         72127    0   ""      3     4.1288 4.1288 "Redshift matches jades-gdn09-v3_prism-clear_1181_72127 z=4.1324"     -                                                                                      0    7.29  1.7  3.15 ""   ""   ""   ""    41.85  ""  ""     ""   "FITS   zfit   spl" ""  ""   40      4         0.24572541055619335   0.28306836506838257  
  52754  189.17929  62.292531  19286.299 20032.678 464.0      0.98         3.0      3.079  0.34544  0.00312  3.776886  0.060562  73.643331   30.21509    -3.4E-4  0.00491  0.08315 0.09789  0.09011  0.07494  0.06781  0.07409  0.09677  0.08153 0.077   0.09037 0.19779 0.3044  0.5574  0.38618 0.00231 0.00271 0.00257 0.00195 0.00332 0.00362 0.00394 0.00472 0.00423 0.00316 0.00335 0.00311 0.00295 0.00272 0.00524 0.00304 0.33  10300  52754  189.17929  62.292531  5.355   5.355   5.355         5.355       5.355             10300  0.0          GOODS-N-16813 189.17929166666664 62.29253333333333   GOODS-N -19.7               5.355              0.0                5.355   matthee23                      1    0    813   7.55               1.3842891404649719E44 j123643.15p621733.46 4    6270  189.179804 62.292629  jades-gdn2-v3_g235m-f170lp_1181_31078.spec.fits         jades-gdn2-v3          31078    0   ""      3     3.2141 3.2141 ""                                                                    -                                                                                      0    1.72  1.7  3.15 ""   8.9  ""   41.56 41.43  ""  ""     ""   "FITS   zfit   spl" ""  ""   ""      ""        0.9241379733318154    0.008851139754247186 
  20571  53.082125  -27.859872 16238.559 10224.255 2537.0     0.03         3.0      8.203  0.82694  0.00156  9.907634  0.288058  -44.920835  79.26107    -0.002   0.00208  0.03411 0.01553  0.02018  0.05263  0.13853  0.08702  0.00779  0.02928 0.06303 0.20275 0.50685 0.67591 0.89811 1.06453 0.0128  0.0045  0.01376 0.0046  0.00999 0.00907 0.03625 0.01059 0.00445 0.00244 0.00213 0.00206 0.00169 0.0017  0.00269 0.00183 0.33  300    20571  53.082125  -27.859872 -99.0   3.475   3.66          3.549       3.549             300    0.0          179755        53.082131          -27.859873          GOODS-S -20.50757785471091  3.73               3.73               0.0     williams23                     0    0    216   -99.0              2.7759939135286595E44 j033219.71m275135.51 1    14517 53.082126  -27.859863 gds-barrufet-s67-v3_prism-clear_2198_3640.spec.fits     gds-barrufet-s67-v3    3640     0   ""      3     3.6492 3.6485 ""                                                                    -                                                                                      0    9.55  0.6  5.29 ""   50.7 27.2 43.46 43.06  ""  ""     ""   "FITS   zfit   spl" ""  ""   ""      ""        0.039360451157811456  0.01943277996411722  
  25102  53.034903  -27.852188 21249.883 11143.834 491.0      0.99         2.0      3.094  0.25128  0.00158  3.561205  0.088241  -53.756835  28.489637   -0.00673 0.01926  0.0     0.03438  0.0      0.03264  0.0      0.04922  0.03167  0.04018 0.04284 0.07046 0.15839 0.27062 0.25164 0.26651 0.00301 0.00284 -99.0   0.00212 -99.0   0.01047 -99.0   0.00641 0.00241 0.00205 0.00188 0.00164 0.0015  0.0015  0.00269 0.00161 0.33  10203  25102  53.034903  -27.852188 3.797   3.797   3.797         3.797       3.797             10203  0.0          17724         53.034904          -27.852188          GOODS-S -18.47              4.36               4.36               0.0     Kocevski24                     0    0    201   -99.0              4.880049520705183E43  j033208.37m275107.89 1    14531 53.034891  -27.852193 gds-barrufet-s67-v3_prism-clear_2198_4820.spec.fits     gds-barrufet-s67-v3    4820     0   ""      3     3.7966 3.7966 "Redshifts match v2 grade=3"                                          "DKo24  z=N/A"                                                                         1    7.32  0.6  5.29 ""   45.3 36.7 42.48 42.41  ""  ""     ""   "FITS   zfit   spl" ""  ""   ""      ""        0.04512404535122038   0.003182960868457148 
  40132  53.126539  -27.81809  11525.554 15239.626 398.0      0.98         3.0      3.452  0.09967  0.00134  3.660625  0.116084  -39.953291  29.285004   0.00169  0.00113  0.00186 0.01144  0.02428  0.03164  0.03471  0.02638  0.01983  0.02647 0.02569 0.02413 0.03101 0.08461 0.06453 0.12819 0.00549 0.00355 0.0053  0.00242 0.0034  0.00474 0.01476 0.00559 0.00213 0.00149 0.00166 0.00141 0.001   9.9E-4  0.0018  0.00133 0.33  300    40132  53.126539  -27.81809  5.92    5.92    5.92          5.92        5.92              300    0.0          12068         53.126537          -27.818091          GOODS-S -19.09              5.92               5.92               5.92    Kocevski24/Kokorev24           2    0    244   7.5                8.231371010779828E43  j033230.37m274905.13 5    7316  53.126535  -27.818092 gds-deep-v3_g140m-f070lp_1210_13704.spec.fits           gds-deep-v3            13704    0   ""      3     5.9268 5.9268 "Redshifts match v2 grade=3"                                          "DKo24  z=5.920 ;  CSi23  z=N/A ;  ABu23  z=5.920"                                     3    0.96  0.75 1.26 3.0  ""   ""   ""    ""     ""  ""     ""   "FITS   zfit   spl" ""  ""   32      5         0.0073150827590406165 0.007315082804455535 
  46919  53.188275  -27.801936 4971.269  17176.611 1036.0     0.03         2.0      5.984  0.28226  0.00183  6.491948  0.189582  -88.046859  51.935581   8.7E-4   0.0035   0.00576 0.00732  0.0148   0.02436  0.02006  0.04143  0.00908  0.01567 0.03059 0.06809 0.13431 0.24938 0.27206 0.35263 0.00145 5.3E-4  7.0E-4  0.00501 0.00513 0.00635 0.0127  0.00735 0.0024  0.00186 0.00187 0.00227 0.00139 0.00185 0.00252 0.00178 0.33  300    46919  53.188275  -27.801936 -99.0   3.8     2.717         3.839       3.839             300    0.0          201793        53.188275          -27.801936          GOODS-S -20.50757785471091  4.17               4.17               0.0     williams23                     0    0    269   -99.0              2.7759939135286595E44 j033245.19m274806.97 2    6629  53.188277  -27.801935 gds-rieke-v3_g140m-f100lp_1207_201793.spec.fits         gds-rieke-v3           201793   0   ""      1     0.934  0.934  ""                                                                    "CGGu21  z=N/A"                                                                        1    0.27  0.98 1.88 ""   8.8  ""   40.01 ""     ""  ""     ""   "FITS   zfit   spl" ""  ""   37      2         0.007315907314892407  0.0                  
  47018  53.140778  -27.802178 10013.791 17149.275 395.0      0.99         0.0      3.346  0.09053  8.1E-4   3.479881  0.035023  -17.016702  27.839045   -0.00201 5.0E-5   0.00663 0.01935  0.04002  0.04246  0.01728  0.04007  0.0377   0.04523 0.03937 0.03675 0.04149 0.08483 0.05119 0.09245 0.00108 3.9E-4  5.2E-4  0.00354 0.00351 0.00464 0.01767 0.0054  0.00147 0.00108 0.00114 0.00117 7.1E-4  7.9E-4  0.00123 9.0E-4  0.5   0      47018  53.140778  -27.802178 5.916   5.916   5.916         5.916       5.916             0      0.0          37563         53.140781936344226 -27.802179194098684 GOODS-S -18.666576660057665 5.713144302368164  5.713144302368164  0.0     Kokorev24                      0    0    250   -99.0              5.756242867168656E43  j033233.79m274807.85 4    9471  53.140774  -27.802181 jades-gds-wide2-v3_g140m-f070lp_1180_9698.spec.fits     jades-gds-wide2-v3     9698     0   ""      3     5.9202 5.9202 "Redshifts match v2 grade=3"                                          "CSi23  z=N/A"                                                                         1    0.62  0.7  1.26 3.0  ""   ""   ""    ""     ""  ""     ""   "FITS   zfit   spl" ""  ""   34      4         0.026095521550198793  0.013251626643352499 
  50098  53.12142   -27.794911 12069.052 18021.615 365.0      0.98         3.0      2.994  0.08585  7.7E-4   3.312956  0.075706  -44.951653  26.503649   0.00142  2.9E-4   6.5E-4  -0.0018  -0.00896 0.00405  0.02214  0.00936  9.6E-4   0.00308 0.00325 0.00699 0.00862 0.05795 0.11693 0.13177 8.7E-4  3.1E-4  4.3E-4  0.00226 0.00296 0.00407 0.01588 0.00514 0.00117 8.8E-4  9.1E-4  9.1E-4  5.3E-4  6.2E-4  0.00105 7.3E-4  0.33  10300  50098  53.12142   -27.794911 -99.0   7.55    7.53          7.643       7.643             10300  0.0          203749        53.12142           -27.794912          GOODS-S -20.50757785471091  7.64               7.64               0.0     williams23                     0    0    234   -99.0              2.7759939135286595E44 j033229.13m274741.24 4    9334  53.121356  -27.794789 jades-gds-wide2-v3_g235m-f170lp_1180_3044.spec.fits     jades-gds-wide2-v3     3044     0   ""      3     4.1158 4.1158 "Redshifts match v2 grade=3"                                          -                                                                                      0    0.17  1.7  3.15 ""   ""   ""   ""    41.7   ""  ""     ""   "FITS   zfit   spl" ""  ""   31      6         0.48745590134227523   0.0036000000027844154
  51682  53.138595  -27.790261 10245.457 18579.678 1463.0     0.93         3.0      4.977  0.52295  0.00143  7.449646  0.353029  55.748622   59.597168   -9.5E-4  0.0018   0.02796 0.03773  0.06535  0.0658   0.06887  0.0624   0.0      0.0     0.0     0.0     0.12344 0.38364 0.94024 0.73717 0.00122 4.4E-4  5.9E-4  0.00371 8.4E-4  0.00151 0.00132 0.00121 -99.0   -99.0   -99.0   -99.0   9.1E-4  0.00125 0.00234 0.0014  0.33  340    51682  53.138595  -27.790261 5.481   5.481   5.481         5.481       5.481             340    0.0          GOODS-S-13971 53.13858333333334  -27.79025           GOODS-S -19.4               5.481              0.0                5.481   matthee23                      0    0    247   -99.0              1.0713141285567187E44 j033233.27m274725.25 1    17548 53.138643  -27.790346 gds-egami-ddt-v3_prism-clear_6541_204850.spec.fits      gds-egami-ddt-v3       204850   0   ""      3     5.4812 5.4812 "Redshifts match v2 grade=3"                                          -                                                                                      0    4.03  0.6  5.29 6.3  31.3 ""   41.98 42.32  ""  ""     ""   "FITS   zfit   spl" ""  ""   ""      ""        0.3943968094309179    0.054302011099441105 
  53442  53.158045  -27.786321 8180.092  19052.096 390.0      0.03         3.0      5.579  0.07791  0.00139  4.779646  0.158875  -54.901374  38.237167   -8.0E-5  0.00148  0.00673 0.00688  0.0327   0.0372   0.03431  0.03488  0.01514  0.03538 0.03554 0.03655 0.05324 0.10142 0.045   0.05941 0.00146 5.1E-4  6.6E-4  0.00346 7.8E-4  0.00133 0.0012  0.00111 0.00242 0.00184 0.00178 0.00233 0.00112 0.00144 0.00189 0.00136 0.33  300    53442  53.158045  -27.786321 -99.0   5.825   5.998         5.844       5.958             300    0.0          Virgil        53.158070833333326 -27.78630888888889  GOODS-S -20.50757785471091  6.6312             0.0                6.6312  IANI2024                       0    0    256   -99.0              2.7759939135286595E44 j033237.95m274711.18 4    22235 53.15813   -27.786435 jades-gds-wide-v3_g140m-f070lp_1180_9925.spec.fits      jades-gds-wide-v3      9925     0   ""      3     4.7673 4.7673 "Redshift matches jades-gds-wide-v3_prism-clear_1180_9925 z=4.7736"   "CSi23  z=N/A"                                                                         1    0.85  0.7  1.26 -1.7 ""   ""   ""    ""     ""  ""     ""   "FITS   zfit   spl" ""  ""   35      4         0.4915540626718703    0.09311478963786038  
  54164  53.139035  -27.78444  10198.604 19278.24  686.0      0.95         3.0      3.678  0.23716  0.00137  4.405599  0.030527  -61.589982  35.244793   4.0E-4   0.02127  0.03617 0.04178  0.04041  0.03741  0.0437   0.04584  0.03979  0.03979 0.04107 0.06455 0.1621  0.2315  0.23236 0.25793 9.9E-4  3.6E-4  4.8E-4  0.00249 7.0E-4  0.00121 0.00108 0.001   0.00184 0.00143 0.00143 0.0016  0.001   0.00129 0.00171 0.00116 0.33  300    54164  53.139035  -27.78444  3.941   3.941   3.941         3.941       3.941             300    0.0          46221         53.13904106099478  -27.7844417648111   GOODS-S -20.50757785471091  4.045229434967041  4.045229434967041  0.0     Kokorev24                      0    0    249   -99.0              2.7759939135286595E44 j033233.36m274703.50 9    8327  53.138981  -27.784304 jades-gds1-v3_g235m-f170lp_1286_10013560.spec.fits      jades-gds1-v3          10013560 0   ""      3     3.9385 3.9385 "Redshifts match v2 grade=3"                                          "CSi23  z=N/A"                                                                         1    0.66  1.7  3.09 ""   ""   ""   ""    41.99  ""  ""     ""   "FITS   zfit   spl" ""  ""   33      10        0.5315656387913336    0.020322576800086433 
  59404  53.166112  -27.77204  7322.992  20765.801 436.0      0.96         2.0      3.537  0.10567  0.00144  4.290938  0.239329  -14.362341  34.327507   2.4E-4   -8.6E-4  1.1E-4  0.00692  0.02353  0.0239   0.02475  0.02468  0.02449  0.02493 0.02764 0.02804 0.03784 0.11253 0.06114 0.1233  9.7E-4  3.5E-4  4.6E-4  0.00293 6.9E-4  0.00116 0.00106 9.7E-4  0.00225 0.00162 0.00185 0.00151 0.00127 0.00123 0.00209 0.0016  0.33  200    59404  53.166112  -27.77204  6.311   6.311   6.311         6.311       6.311             200    0.0          52017         53.16611577132824  -27.772043285319793 GOODS-S -20.50757785471091  6.3311333656311035 6.3311333656311035 0.0     Kokorev24/Kocevski24           0    0    263   -99.0              2.7759939135286595E44 j033239.87m274619.33 4    18807 53.166129  -27.772036 jades-gds-wide-v3_g235m-f170lp_1180_9597.spec.fits      jades-gds-wide-v3      9597     0   ""      3     6.3048 6.3048 "Redshifts match v2 grade=3"                                          "DKo24  z=N/A ;  CSi23  z=N/A"                                                         2    0.54  1.7  3.15 ""   ""   ""   ""    ""     ""  ""     ""   "FITS   zfit   spl" ""  ""   36      3         0.04963291446700692   0.016857938770441856 
  64767  53.196571  -27.757067 4087.26   22561.414 2992.0     0.03         3.0      7.231  1.05821  0.00291  11.070957 0.392333  87.838743   88.567657   0.00334  -1.8E-4  0.02053 0.01928  0.01385  0.04238  0.04246  0.05518  0.02086  0.0319  0.07555 0.26743 0.64826 0.82855 1.13754 1.41498 0.00959 0.00432 0.00585 0.00674 0.00614 0.00944 0.03185 0.01141 0.00309 0.00249 0.00256 0.00331 0.00246 0.00313 0.00418 0.00289 0.33  300    64767  53.196571  -27.757067 -99.0   3.45    3.629         3.575       3.575             300    0.0          214839        53.196517          -27.757063          GOODS-S -20.50757785471091  4.13               4.13               0.0     williams23                     0    0    271   -99.0              2.7759939135286595E44 j033247.18m274525.48 2    6682  53.196563  -27.757078 gds-rieke-v3_g140m-f100lp_1207_214839.spec.fits         gds-rieke-v3           214839   0   ""      1     3.6156 2.1831 ""                                                                    "CGGu21  z=N/A"                                                                        1    0.49  0.98 1.88 ""   ""   ""   ""    ""     ""  ""     ""   "FITS   zfit   spl" ""  ""   38      2         0.15617705297268153   0.17263206622049995  
  65890  150.117031 2.332657   14106.209 22252.666 72.0       0.97         3.0      2.859  0.04035  0.00114  2.475459  0.216375  88.638115   19.803669   -0.00285 -0.00157 0.0     0.00789  0.0      0.01389  0.03563  0.02028  0.00288  0.00706 0.00304 0.00724 0.01241 0.02408 0.04939 0.04941 0.00426 0.00272 -99.0   0.00314 -99.0   0.00957 0.01459 0.00844 0.00315 0.00284 0.00242 0.00195 0.00136 0.00121 0.00108 8.5E-4  0.28  302    65890  150.117031 2.332657   -99.0   7.625   7.115         5.305       5.306             302    0.0          114914        150.117032         2.332659            COSMOS  -17.41              5.32               5.32               0.0     Kocevski24                     0    0    546   -99.0              2.024388111827082E43  j100028.08p021957.96 1    1084  150.116995 2.332767   cosmos-transients-v3_prism-clear_6585_52122.spec.fits   cosmos-transients-v3   52122    0   ""      3     2.786  2.7866 ""                                                                    -                                                                                      0    4.78  0.6  5.29 ""   12.9 14.5 41.07 41.41  ""  ""     ""   "FITS   zfit   spl" ""  ""   ""      ""        0.4109480342627082    0.0080485110797522   
  71137  150.098993 2.343634   16268.992 23570.0   709.0      0.64         0.0      4.671  0.76905  0.0027   6.519113  0.346248  65.84108    52.152905   0.00345  -0.0083  0.0     -0.01141 0.0      0.25131  0.22287  0.30621  0.03369  0.27446 0.27326 0.21407 0.24062 0.39954 1.34433 1.01804 0.01007 0.00596 -99.0   0.00653 -99.0   0.01524 0.03169 0.01347 0.00675 0.00664 0.00566 0.00447 0.00332 0.00311 0.00327 0.00222 0.5   2      71137  150.098993 2.343634   -99.0   7.475   7.427         7.426       7.279             2      0.0          13211         150.098997         2.343621            COSMOS  -21.82              7.06               7.06               0.0     Kocevski24                     0    0    527   -99.0              8.739848577223581E44  j100023.76p022037.04 1    7195  150.099008 2.343622   glazebrook-cos-obs2-v3_prism-clear_2565_15420.spec.fits glazebrook-cos-obs2-v3 15420    0   ""      3     7.1434 7.1434 "Redshifts match v2 grade=3"                                          "DKo24  z=N/A"                                                                         1    1.82  0.6  5.29 1.6  ""   ""   ""    43.38  ""  ""     ""   "FITS   zfit   spl" ""  ""   ""      ""        0.03973031242421769   0.0489617529351567   
  71601  150.144441 2.344395   10819.773 23661.236 565.0      0.99         0.0      3.19   0.78013  0.00217  4.526967  0.083977  -44.411231  36.215736   -3.1E-4  0.04725  0.0     0.11769  0.0      0.09138  0.08584  0.11893  0.12164  0.09409 0.11714 0.17984 0.47495 0.81603 0.74963 0.83075 0.00591 0.00614 -99.0   0.00799 -99.0   0.01288 0.02992 0.01165 0.0067  0.00651 0.00526 0.00429 0.00316 0.00319 0.00238 0.00186 0.5   10002  71601  150.144441 2.344395   -99.0   4.625   4.75          4.52        4.522             10002  0.0          32928         150.14445146027904 2.3443942646772653  COSMOS  -19.620503351914046 4.458100318908691  4.458100318908691  0.0     Kokorev24/Kocevski24           0    0    580   -99.0              1.2932388704826103E44 j100034.67p022039.81 1    1123  150.144443 2.344393   cosmos-transients-v3_prism-clear_6585_58018.spec.fits   cosmos-transients-v3   58018    0   ""      3     3.9285 3.9278 "broad Ha"                                                            "DKo24  z=N/A"                                                                         1    32.63 0.6  5.29 ""   75.1 58.1 42.91 42.63  ""  ""     ""   "FITS   zfit   spl" ""  ""   ""      ""        0.030770200856143248  0.0377184919684143   
